 0xb9f02d93,0x6f56ac62,0xef2373e7,0xf2fb6dfe, 0xa70efe75,0x13d1ae14,0x586c8096,0xa46629de,
 0x7dc84869,0x5f1e5013,0xaced37fc,0x22554491, 0xc279776c,0x0328c9a2,0xad349063,0xdb1302d0,
 0xa05bee51,0xb2d0f7ee,0x2d90361d,0x8a4be328, 0x7a83042c,0xc6e9a2cc,0x6c46a39c,0x5081c493,
 0x7a4fc007,0xd4f44fa0,0x20e67bb5,0x8f02c9c8, 0x0dff3830,0xd3ceb13b,0x63dd954a,0x74c95d3a,
 0x06284e43,0xa64bbb0d,0xc510edaf,0xe8d3e5a1, 0x9ee83d4c,0x8ba3b6f0,0x207a15d3,0x7deea490,
 0x9a9d1c95,0xd16e1bad,0x56c7ce23,0xa9c365ee, 0x1167e0f7,0xced5fa91,0x43836a8a,0x8b9bfa51,
 0x58002727,0xf0abcc53,0x646775f0,0xeba1c7fa, 0x20028ad3,0xb8a8f11c,0xff9e1af9,0x8d15c06b,
 0xa210fba9,0xe1bea3f8,0xc056ab9f,0x6f967c20, 0x4ac1694b,0x8634aef2,0x99dc109e,0xa4a4e5db,
 0xd4e80530,0xaeae83ac,0xc5862f82,0x8647d9d0, 0x471f8dc7,0x69cdc28c,0x739f27b4,0xa275ecca,
 0x4f75a854,0x849d0df7,0x6e2b424e,0x44e40a5b, 0x4b4e1f28,0xce222a44,0xd36339be,0x0ba12772,
 0x4a963dc5,0x5c18da61,0x41e6ba3b,0xba235bd4, 0xbfe9ef48,0x186a5055,0x08ffdd62,0x8fb4ebe1,
 0xb7ebb99f,0x136f8235,0xce4c4c25,0x1345d139, 0xb702a6c3,0xf197e95f,0x3d63c945,0x71487566,
 0x696dcf64,0x628df627,0x2385eb2a,0x2754031e, 0xc5725f06,0x1ab34456,0xb4531b4d,0x322752fc,
 0xd8646a20,0x8ee5baec,0xa82acd72,0x2891032c, 0x2f6dfd75,0x49d9216e,0x7b1def51,0xe2d8ea61,
 0x19060ba1,0xfa5a6bae,0x11bf0766,0xeb6097bc, 0x5950d364,0xbad60c2f,0xe84947cd,0xc6bafff0,
 0x0f5736b7,0xafe7641f,0x94b9028d,0x83e8bfc2, 0xd0248027,0x6e950287,0x1a6276f3,0x3b816e7a,
 0xa53ed755,0x20cdd7a6,0x1ce424c8,0xbff7a219, 0x513c230b,0x4cd1e0e0,0x74c2e8af,0x25381068,
 0x8fded3d3,0x0df8a24b,0x84e38cd3,0xd8ed8e20, 0x93f759c9,0x8ecb4986,0xad3a14f0,0xcceca057,
 0xbcfe83de,0xa280e266,0x4498592c,0xf6eb8747, 0x149a6de7,0xf2003961,0x3d02b9fa,0xf21b24e8,
 0x1a2f556b,0x35e723a6,0xef0278e9,0x04b90e7b, 0x531531d4,0x728dab4a,0xb329f778,0xfc3c4468,
 0x8a4261f6,0x4db85690,0x8a99c7d6,0xbf5536d9, 0xa5d1ee3d,0xedd6a301,0x34cc9c90,0x0e9f3ffa,
 0xfa50e633,0x3bd16ada,0xd7395295,0x5bd59899, 0x6c0db50c,0x7e06785b,0x6f8acbc8,0x3cbe9d38,
 0xf29deeb6,0xc1c603ab,0x8a6ecc34,0x0dd9452e, 0x12b8b5f2,0x53de3f96,0x761fb13f,0x49240e31,
 0x4d3904ba,0x4e9625e8,0x62b706f3,0xe09e11e2, 0xa78e99fd,0x3db9530e,0x27928335,0x3d902a33,
 0x12721628,0x21ce4003,0xfffeda3d,0x6f6e2563, 0x2266e310,0x750db436,0xac95bb10,0xaa93021d,
 0x5f6fa265,0x909c0235,0xa1e5d625,0x920ceee8, 0x7698c179,0xd2ae747c,0x41fc63eb,0xefdef24e,
 0xa148b2ea,0x95260bb0,0x42c0cb43,0x778795d1, 0x4a19f511,0xd73d4b2d,0xd01df583,0x57f46b21,
 0xb0cabe5c,0x1d53ce26,0xe4097c99,0x98261780, 0xc5f09e4b,0x7889370d,0x0b13016e,0x56fc39d3,
 0x230de430,0x378e56f1,0x1c4124fa,0x67961743, 0x2ecbfa7e,0x20db10ee,0x502368b0,0x475477c1,
 0x1b998f32,0xa6415e8e,0xfb6e332c,0xb93ae0dc, 0xf962f2c8,0xa0ba61bf,0xf186c097,0xe69b9807,
 0x0a4909b6,0x6c619cf0,0xb7b99cb8,0xb25cd43b, 0xd7e7689b,0x4a083c67,0xa732ff07,0x7bc55a29,
 0xb61fea81,0x1f2d3c5d,0x229cbd27,0xc34f2001, 0xebac5964,0xd08f3167,0x02274d03,0x87da5d94,
 0x9d1175ff,0x8e897df6,0x728c06e0,0xc88601ce, 0x55f2bf48,0x81f4d893,0x3d144194,0x865d33a7,
 0xae093a06,0x7f5e5e4b,0x1d05bf99,0x5a9bcae2, 0x449067ec,0x01691586,0xe6c02898,0x0d6f4fc8,
 0xde51d665,0x8c6af4e4,0x8206f5c9,0xd9261b62, 0x8ac219a7,0x4180913f,0xfc3e73c4,0x8099f5ae,
 0x1c97b91d,0x287b925a,0x33443824,0xd1f3b471, 0xba2080c1,0x54410d41,0x461385b7,0x2364553c,
 0xb0944f19,0x7d96368c,0xb15d92ef,0xca79410b, 0x706e580b,0xded9f213,0x8158c3a7,0xf717082a,
 0x436543a6,0xdb472ae8,0xe39fdc9b,0xa47d8e64, 0x337fa4aa,0x515ac190,0x3bab8b30,0x8a439acd,
 0x7b4ed71c,0xe8fe352e,0x1befbd8d,0xa6667c52, 0x005ae1a2,0x463b118c,0xfd4a56d0,0x75293222,
 0xcd7b889d,0x2460b60a,0xf238cf17,0xec63f9f8, 0xd5432105,0xa2f27d07,0xa809128c,0xb78d55aa,
 0xf754b53b,0xe0b38bb8,0x9e16ec03,0x442ef037, 0xcfd40c18,0xbc98e7a1,0x6e4e1e53,0xb3177df2,
 0x35cb3ed3,0x206e4934,0x4f5e9a8e,0x05872bfb, 0xbddcc794,0xc64be861,0x88e0c759,0xfe86975d,
 0x541b7f9a,0x4e7f8eb8,0x2d63a94b,0x35fc4ca2, 0x56013941,0x2046714a,0xc84b4da4,0x231af47d,
 0xe08191ad,0x2b6db281,0xc2c337af,0x2589a984, 0xe5e0e5f4,0x80635ca1,0x57613020,0x9cac7ed5,
 0x8fb6e378,0x0cd7f5f5,0xc40195df,0xb677c626, 0x77f80fab,0xe4cbeb87,0xb20166eb,0x876cb9c7,
 0x902e4e2c,0x93f540b7,0x4506da48,0xa5af35a2, 0xe46a4432,0x707cbe98,0xd63e6718,0x4230204e,
 0xa93f695f,0x3bba8274,0x1292bb37,0x51f7a5f8, 0x539f5e9c,0x91d95274,0xd8bd72c7,0x6e8a4b2a,
 0x53806e5d,0x8a41cd7f,0xc08321bd,0x75c1b4ff, 0x71597db5,0xea953f3a,0xcd050e4d,0x36e5cb2f,
 0xc5c48026,0xa9a1cebc,0xd3f587f4,0x0a70c67c, 0xbfc78f32,0xe6845327,0xeb7d4728,0x57a3937e,
 0x93937393,0x3768e06b,0x093b7317,0x5ceced5c, 0x5ad1dcc5,0x629bf64e,0x3dbb9cf0,0x570c295e,
 0xa8862560,0xd1c6945d,0xdd2a189b,0xeb8e527f, 0xa0f1285c,0xde18e981,0x8c7ccd52,0x6adc8f30,
 0x75686cde,0xd0150dd0,0x3f1465e9,0xafc96b21, 0x1d05a26b,0x5b690be6,0x5afee7d7,0x8b5cdf50,
 0x0abf4f0f,0x2190f7b2,0x6898d2e2,0x3309cdc5, 0xd38fec01,0x203c29f1,0x703a1c9d,0xe6c88b6c,
 0xba3d1bd0,0xe602ec7e,0x54edce28,0xcd5a11d1, 0x1d313464,0xd60b0cd5,0xec6b5fbd,0x2bb02f82,
 0x952d45ed,0xf5b5ff06,0xd5e37376,0x5ef97766, 0x3601280e,0x7d5f2471,0xafb2d565,0xe49b753d,
 0x489ac2e9,0xb2cfb077,0x334aeae3,0xee44935f, 0xcac44d3f,0xf718934e,0x61b9fa38,0xd527e659,
 0xfbe479d2,0xcf1e4468,0x21df8193,0x9fdd6de7, 0x1ab3dc9e,0x9fac4513,0x08667eb4,0xed735e53,
 0x16578c24,0x5d223b80,0x3acea89f,0x889b7617, 0x40f5fe31,0x67ee61dc,0x65f853bb,0x5ffe0628,
 0x1b47cc8c,0x0d00351a,0xbf3b1c95,0x800a2fc9, 0xecfe4482,0x011a5dc9,0x72722df3,0x8c58b7e3,
 0xae5a1b7b,0xc04edde0,0x9225172a,0x238a5722, 0xe395d336,0x6f2b07b9,0xb2c2ebad,0xd0727192,
 0x42aa6301,0x39e995b8,0x85c09227,0x45d3bb23, 0x2acd9def,0xe3870f0f,0x45f88edc,0x79a0d14f,
 0xdea34039,0x7d31c0bb,0x2328cfa2,0xe883f8e0, 0x290bce0f,0x124fb4ed,0x4d108016,0x32b921a0,
 0x0b462724,0xa4f53733,0xe791206b,0x9e1fa8cb, 0x6e0cc7b5,0xc24456a7,0x486fa0c8,0x951f5575,
 0xfd00fe4c,0xcecaaade,0x55710949,0xb42902ff, 0xa568f7b9,0x960c22aa,0xeafc92f2,0x3182f075,
 0xa4bee2af,0x6226dd50,0xd03c5aec,0x305e9a1b, 0x90319329,0xdd375e50,0x30adc360,0x12f7358c,
 0x860fd5e7,0xe1f782be,0x03e2b785,0xb9042444, 0xb317f903,0x1b807001,0x984f6a66,0x7530a016,
 0x63f98a76,0x821715fa,0xc62f964c,0x08e40ece, 0x5cdda266,0x6ed074af,0x21144108,0x72a24596,
 0x40bd90f8,0x1221219b,0xa90e5c8a,0x4844c3ae, 0x01eef129,0x2e31bfc5,0x39ab12d4,0x7752cd18,
 0xcbc03e9f,0x79736f72,0x3bb13df2,0x9f52bce1, 0xf4f6d049,0x70d45c84,0x338a5c51,0x929d52b8,
 0xc249eb6b,0xfcfe1d66,0xb050ba9d,0xa6120d2e, 0xc1e12617,0x4e4b8414,0x62ffb6f2,0xfc148369,
 0x642eba70,0xc7f477a6,0xc7be2749,0xea59580d, 0x67061f25,0xa0bdf50a,0xa38cee4c,0x37585a25,
 0xa9178cc4,0x076cedc1,0x279b4adc,0xc45e8f89, 0xd9cd03ed,0xd3940fec,0x5229a163,0xcfbec0c6,
 0x6115ff08,0xafae72db,0x9452fb14,0x750f6299, 0x7baa38e4,0x4ca85e1f,0x56bc2a8c,0x620498a4,
 0xfff323ca,0x906c9f3a,0xbda02caa,0xc01a9875, 0xfd152949,0xd91ff419,0x2ab4a687,0x2a89db66,
 0x091154a6,0xa6a1fede,0xcb1d2fda,0x65721a1a, 0x142ea009,0x24a818b3,0x5269e9a9,0x5b369fce,
 0xddc56b96,0x811ec2d9,0x6730ae73,0x8c6df9b3, 0xf33f3a4e,0xcd2ca398,0x083cdc9a,0x24dcfcf6,
 0x6808915d,0x5e0806d1,0x0b728b8a,0x7f36a52e, 0xe86e604c,0xba6be307,0x293afc62,0x65c59333,
 0x3558e3b4,0xd8ff87a8,0x0f7092be,0xc330fb0e, 0xd213025a,0xdda05929,0xc7b9a54c,0x2f0a8949,
 0xc27b8899,0x5b70dbfd,0x51199b80,0x1101e7b7, 0x44c26487,0xe5a3bf2e,0xe104f9d2,0x19e016a2,
 0x10936cbc,0x375f282c,0x989e84ac,0xa32a6200, 0x8d6c0651,0x1bc7b115,0x6b5f20d1,0xc8b1c36f,
 0x9322a2c2,0xc127046d,0x429efc80,0xb3d57ca1, 0x19132665,0xb543c7ca,0x2f530586,0xabbe79d4,
 0xb55f53b7,0x64e81ff7,0xae945fe5,0xe952e594, 0xdd2df68c,0x3ca22435,0x9b2805c4,0xfb17961e,
 0xe5a5bb01,0x71d4db9c,0x2596a55a,0x99c77c96, 0x10dc0def,0xf245e469,0xb2ca6f34,0xd1715f2b,
 0x873c77f0,0xc6ff2e67,0xd95c4691,0x809dbc65, 0x7b088cb8,0x78eb6c6f,0xf4e097d0,0xa0c35244,
 0xd2ede610,0xe03d2361,0xa929c1d6,0xd278a692, 0xb1c820b0,0x8488925d,0xe6eb2c09,0x2d154f6d,
 0xcbb9876c,0xac77abfe,0x9b3cf118,0x139448b2, 0x175cee92,0x7b599f18,0xc4597789,0x34b25722,
 0xe16570f1,0xd4908bfb,0x221aa906,0xc6431599, 0x0a4bef86,0x6db51765,0x3d01ceb3,0x678d7081,
 0x6776e013,0x5ccb0e67,0x151ff73c,0x452efbb8, 0x44cdec8a,0x1e95e46a,0xe040a035,0xe4128d06,
 0xb07897f4,0xa01b1709,0x438e48e1,0x40e1a761, 0x0213b29e,0xe65992fc,0x7c0bea56,0x9742777a,
 0x91c88d08,0x74b6d3ed,0xb1b7a260,0x565b5b18, 0x68df7ec7,0xd13212d5,0x023da72a,0x851baccd,
 0x8115ac98,0x77d0f753,0x329cada7,0x9f142b95, 0x8135d7af,0xf988cc06,0xf08736f8,0xd9a83333,
 0x9a6c2b84,0xdd0bfd78,0x60d7a3d6,0xaf1eb0d2, 0xdbfe2497,0x1aa0f153,0x60718622,0xdda0e700,
 0x71feec16,0xf5046f16,0x00ba7c80,0xe1a6053c, 0xb27bbd1b,0x933da2fc,0xb0be9a16,0x4fca4363,
 0x8c740201,0xc8a4853d,0x0aabcb94,0x6f8ce4cc, 0xd6259d21,0x719830ef,0xbac2555f,0xca3a2568,
 0x97fdf01e,0x66dbdb2a,0x005e4dc0,0xd544e09a, 0x5a177d94,0x4ab485eb,0x23e285a1,0x50e385b1,
 0xb7a7f50c,0x1cd96c6a,0x50623664,0x8918f3b1, 0xfad1eb8b,0x4b35ccf9,0x0e6aba91,0xf6be47a3,
 0xf2600cc4,0xfdaa0c2f,0xccd94daf,0xa380ad75, 0x3758845c,0x475ced03,0xb67af4f1,0x7da3dc8b,
 0xaae2962c,0x5b40c6ab,0x7cece984,0xb7a3b892, 0x41d7b895,0x5c8378e7,0x87520ffe,0x896a532a,
 0x67bfde36,0xea09672d,0xa8e31a16,0x5641a7a8, 0xf433af33,0x91c0a0a0,0x395586b5,0xe6179655,
 0xedbb8eda,0xffb3cfcf,0x20f54002,0x367a9622, 0x5bba8f42,0xfad4533f,0xfa6754d7,0x186bc2c2,
 0x96b78134,0xb24ec85f,0xea9b512d,0x87c09ddd, 0x5de43f21,0x6c88144c,0x738b1ecc,0x0846f671,
 0xa2a66369,0xdf18ea4a,0x1b666e05,0xe8dfc301, 0x42c7c7c1,0x2e219cd2,0xd1c15b73,0xa1e8c680,
 0xc8d7e8de,0x67270f18,0x124994a4,0xcc4b67ba, 0xc7d74335,0x84e34d2f,0x5c01acb0,0x61775823,
 0xfff65887,0xbb22be25,0x12bafaf3,0xe64d8070, 0x5302d1db,0x85795a3d,0xa722ae21,0x6d98e13e,
 0x8288ba75,0x62a4d03d,0xe63c0bde,0x5933136a, 0x2ba9e3da,0x5ace0f52,0x0ac93e14,0x67a43334,
 0x631a1d2e,0x4c35e62b,0x712274e3,0x687c0a26, 0xfcc2f9ff,0xa6329d97,0xef5f99f7,0x96294ecf,
 0x2e48c341,0xf65c5a04,0x15a66d55,0x9cc0f605, 0x69f5a92f,0xffe54a58,0xec0762b2,0xea628efe,
 0x59e6d280,0xc0f9d005,0xd2bd3b35,0x245689ea, 0x476d1e78,0x2043f202,0x961992b5,0xad60de18,
 0x3446cf1a,0x7889aab2,0x13435769,0xa49e2fd5, 0xe085b1ab,0xedca2a8a,0x8dab5798,0x425e3c89,
 0x2776bd93,0xc061848c,0x2d2f370a,0x507938b5, 0x61054f5f,0xfd5a4840,0x3654ac7c,0x568f5292,
 0xaec841e4,0x03125ec6,0x2973f48a,0x9a52b1b6, 0x1966d994,0x294206e4,0x251a7bdc,0x50f5c87c,
 0x97b25862,0x70131b0d,0x2977ce68,0x393b5d33, 0xcca326ec,0x5e73fb8a,0xa6f4e372,0xd0fd036a,
 0x67ae547c,0x8eb88770,0x72cd23cc,0xcc02bb3c, 0x52b5e91f,0xe8a63b9f,0x79f64c3c,0x4838882e,
 0x3c27f3b6,0x2a57db40,0x8dc2f3c3,0x543bd055, 0xee05e195,0x87df0a01,0xd78708fa,0xb78724c0,
 0x41d279ba,0x8faeac5f,0xf0dbabd5,0x3a3bcce7, 0x364d2f3a,0xb8c810a5,0x485c4511,0x4b9da211,
 0x1d07626a,0xd1386e7a,0xee9939ca,0x047f68e7, 0x74e920ae,0x15548244,0x30ff300c,0x3f051ae3,
 0xce272793,0x690bc736,0x27e57495,0x44d12cdf, 0xd6a4f798,0xf7b02c93,0x95fbe1d8,0xf1d09b4a,
 0x2e1d6223,0x20a09b0e,0xd1d9f00b,0xe0023d31, 0xbdfa597b,0x2c8315b0,0x729cf43b,0x5c151d3d,
 0x50f0f2dc,0x57a53515,0xe43e825a,0x079c9f1d, 0xf380ebe5,0x90f2c6aa,0xd43f6c91,0xe0088092,
 0xae892944,0xaf22f512,0x79e4566a,0x422c86bf, 0x82c7f46b,0xbffede48,0x747cdf84,0xa8a59c58,
 0x725f49c4,0xed5bc88c,0xf7314e5b,0x095f1445, 0x62e45161,0x82de665a,0xda26440a,0xbad04d0a,
 0x506aae0c,0xba1bd9be,0x6ebad864,0x0d82299b, 0x5384fbf0,0xd5ca60fa,0x09f235a4,0x719ef657,
 0x489e29b8,0x4bb6aa27,0x51dee744,0x6d31a2df, 0xed45225a,0xd8ac1ce8,0x9f9f469a,0x9a58e3ef,
 0xeb69a048,0xd2575b88,0x4271ef2b,0x1629c91f, 0x117288e6,0x65928e08,0x4ba8e48e,0x863a5705,
 0x784bd9d8,0x01e7a965,0x9fa34d9d,0x8aed4cab, 0xfaecc4a6,0x46d0dd80,0x59efb40b,0x6f5c7623,
 0x5f3859ab,0x4507e7a0,0x90a32c5e,0xbe8cc39b, 0x8f2f8f9a,0x65adc95b,0x376ba30f,0xfa252e4f,
 0x81c3f2db,0x2360a958,0x8431f76c,0x6cd836d8, 0x70aad625,0xd0ffba43,0x7e8f5e6c,0xbecd36c6,
 0xa884a958,0xbeedf67c,0x621cf4c5,0xa29c95e0, 0x98518926,0x0043727f,0xae832ad6,0x3960c173,
 0x2716c805,0x6f8a52e1,0xb0a75641,0x6e37365f, 0x7881d461,0x402ed50f,0x1b352dd1,0x69b1d9a8,
 0x6c9ff472,0xb2b79690,0x6215fbe3,0x50f3961a, 0xb07e6353,0x9a3baf6a,0x120f77de,0xcf7ec40d,
 0x406f6292,0x24b555cb,0x544369c9,0xab64c280, 0x462b61a7,0x2ab78df1,0xee8f7cfa,0x50048f7e,
 0x30eefde9,0xbe5bad9e,0xafbbf0c2,0x9af1e498, 0xc5c9ba6d,0x76061185,0x426ff04f,0xd860b7c4,
 0x206a8c69,0xaf85838a,0xda288bdf,0x6b979d57, 0xbf258bf6,0x4c1477a1,0x336bbc42,0xc2cea329,
 0x9c857f0d,0x3d191163,0x6438c412,0x923dd31b, 0x1ba83128,0x70e5e057,0xb119fa22,0xfd925032,
 0x4de4c925,0xbb00f504,0x95d89e4c,0x3dac1c6f, 0x1fb84342,0x6a272c4c,0x775d3678,0xdc053abc,
 0xaf4ba996,0xcebde5ac,0x8841f530,0x5cc773ee, 0x83e9d414,0x0fe49490,0x9aa6bc0a,0x63c193bc,
 0x38835735,0xb89f6839,0x88047160,0x82f4744d, 0x93b15042,0x80d8d953,0x19fc32d7,0xc079affe,
 0x7855d434,0xfc555d0d,0x039af066,0xe5cfd2db, 0x7da32ba8,0x72604cb5,0x2fdd6f9e,0xc5912a37,
 0x98e79349,0x8fc51b56,0xf05edf21,0x9a61771f, 0x8f0096b0,0x849d28ba,0x04325dbe,0xccb71bca,
 0xc4ca510d,0xbaa8d2a8,0xfbfd902e,0x7ef03010, 0x3699aaa7,0xc7b42736,0x5034b21a,0xa32f0788,
 0x556ec5d6,0x0131403b,0x4ec404d9,0xfbbd9b1e, 0xc1024d7a,0xd82b81f8,0x2fd4c7cc,0xde20177f,
 0x044046cf,0x61840211,0x1217b713,0xfb00fec2, 0xbca4404e,0x96aa8473,0xc65b1715,0x566cd9e0,
 0xfbc6e149,0xb23fefff,0xbf3f2f24,0xb8aecac9, 0x850db6c4,0x4e1b13a5,0x620155ad,0x278e9d66,
 0x4ac090f7,0xeac52150,0x32b298d6,0x115cdfa0, 0xc4621278,0xb78801f8,0x4d362d1c,0x46f3291d,
 0x4543568b,0x6269660d,0x10ff4873,0x2a13eca4, 0x7889db17,0x8cf9177f,0x985204bf,0x0c5d78c2,
 0x2fb241aa,0x1d59e5d9,0x4cc3e60d,0xffc6595f, 0x32296579,0x5defbf6a,0x2c559aba,0xc73e3c9d,
 0x760ffc45,0xc599c2f5,0x5cf63338,0x560bff88, 0x5c75cfe7,0x3dde0130,0xb755b558,0x8db466b2,
 0x0701a851,0xdf4b4450,0x82254126,0xb4323813, 0x02d03c70,0xaea1d183,0xc736fa0b,0x2c220e9c,
 0x843a3a10,0xaebb76a8,0x5aa2f3c5,0x3d9ed34f, 0x31a64e2b,0xc4ddb206,0x7cfbb0d8,0xf020aaae,
 0x82696e7f,0x5bfc778a,0xf66c2300,0x5be98532, 0x88899627,0xba23d315,0xcc983e9b,0xa5f3d08d,
 0x0ad84674,0x06f6bee1,0x5369aa7c,0x1202e9ad, 0x16751f14,0xfa768758,0xba616089,0xbeb388bf,
 0xef4d18b8,0xfd9b350e,0xc4d82d2f,0xde9eb358, 0x27b96b0d,0x1929d23e,0xa84868fe,0x2193f982,
 0xcb55c25f,0x0daa4f42,0x032f6b2a,0xafe70be7, 0xdcb16a93,0x6287ad2a,0x01468e2f,0xe689dcf3,
 0x3334f6c1,0x9a684148,0x8941f41f,0xa1f05fa4, 0x490c61ae,0x61ef1353,0x10b6f424,0x748293f3,
 0xf0263ee6,0x5a687134,0x1eb60777,0x10a4229d, 0xbfe9ab6d,0xddf1366c,0x9bb999e9,0x51ccf6b2,
 0xe7f5c837,0x41509f24,0xac2029c1,0x11d4e9fe, 0x5ba62b53,0xa29ec665,0x91ba07e7,0x158d6f86,
 0x5040f78e,0xd71bb761,0xb6483aa5,0xee9edc00, 0xa3560459,0x350e8da7,0x4dd76717,0x20367101,
 0xfbb13621,0x4ebb4e7a,0x64aa81b7,0xf008a0ba, 0xe20fc957,0xbd2b9f3a,0x6b407158,0xf5e6590b,
 0xc3315452,0x991239dc,0xc8c10db7,0x85b619d4, 0x1b9f910a,0xf19ab36f,0xf4d2e650,0x7b6cfed1,
 0x535d732e,0x4b0013b5,0x66710af6,0x50a466d0, 0x3f5bd27b,0xe0ecec4e,0xd0501909,0xf25056da,
 0x29c3acd8,0x28ea1efd,0xc8a91b94,0xc7f29b4e, 0xa0c5998c,0x07025ed0,0x414bf4fa,0xa3a48fa2,
 0x2c18eed2,0xdfc1fdf9,0x97fbfb37,0x9d8e988a, 0x72fa8c16,0xd130ab5f,0xe92e5b06,0xca85f681,
 0x33df52f7,0x28bf529f,0x6cfd59c0,0x57f058a5, 0x04c213c9,0x4c4d17c6,0x3abfeb5a,0x89a0f44c,
 0xab1ae29a,0x59dc0ff7,0xbd79be73,0xb580cee1, 0xfb5b08a1,0x8577699d,0x0513956c,0x450ff379,
 0x331bdc3a,0xeabeeca7,0x037519e8,0xf5c4aa6d, 0x3e033f24,0x73f15a02,0xa009a027,0xd782ea43,
 0x8e4c8765,0x7798940e,0x606b901f,0x5834b8d6, 0x62ecf4d5,0x4383802f,0x795259f0,0x52101b31,
 0xe2cc5503,0x2d834bab,0x8a9ab244,0x75909ba9, 0xe741176f,0x0e5c641a,0xf32a9844,0x81481703,
 0x0af8f243,0xb85b8ca6,0x7377905c,0x0c411ee2, 0x88d10952,0x5f13cf0d,0x42f835d7,0x23722fdf,
 0x15382487,0x1b5d19be,0xb3fca143,0xb9d7c591, 0xa71d2eac,0xdc9970e9,0xfb8cc81e,0xf78182eb,
 0x1ab86e09,0x87c405f2,0x0d926a70,0xd812678e, 0x0fc98049,0x71bf89b5,0x93f582b3,0x21ffb173,
 0x13c5ded5,0x1a8f87d9,0x1f943c74,0x5c1728d6, 0x5618fdeb,0x750b4ff0,0x44c402f0,0x9e5fe539,
 0x4f963d08,0x1aab3c2e,0xe7079a88,0x90215afd, 0xd4064c1d,0xf49c2c54,0x49d0e2bb,0x0c3d8109,
 0x5696d3ac,0x307c400c,0x3cdd776d,0xdacfccf5, 0x38f095c9,0x7cdbd881,0x080caafb,0xd6883e0c,
 0x5c1b3877,0x52d5c762,0xc23089a0,0x8c16d562, 0xe05af08c,0xa4b21bac,0xeb08dc4d,0xaaae9ce9,
 0x42951539,0xc8b6269d,0x60775c18,0xb6b42430, 0x461f7e7e,0x29eeb2f6,0x75aeb62f,0x21e2a7b4,
 0x8ae034b4,0xd929bfb2,0x18c144bf,0xd3d208fc, 0x4ee87bc0,0x41c6518b,0x2b9dd5ff,0xe732377d,
 0x76798ed0,0x00315cce,0xe3be86bc,0xcd597f24, 0x46ec0225,0x8046261d,0x04519273,0xd2503519,
 0xd3cc8791,0x5dce07ab,0xd7fca97c,0x1e0da051, 0xbb122d91,0xa070116e,0x9097f40e,0x02697f3c,
 0x01fc1fd9,0xaed15f0d,0x50a729f3,0xd7b11688, 0x518156f2,0x8864a744,0x2c33f64d,0x9dc94e64,
 0x15106469,0x7fe21e06,0xac8df3cc,0x800164cd, 0xf6ced18a,0xc5d7d11e,0x27da29ec,0xfc6115e7,
 0xf405dc8f,0x34c36887,0x98789108,0xd777d1ab, 0x16a5d783,0x2db77589,0x2f3086c3,0xbfcdad2d,
 0xd0deae53,0x8649a5ce,0xd677da18,0xb65a9aaa, 0x4bd1ffca,0x41684d58,0xa62d9a5f,0x5810b7d3,
 0xf7236b86,0xd091d874,0x333ba1cb,0x3f113cc3, 0xe2efd6db,0x80c58b8b,0x68c56ac4,0xcd540903,
 0xa8b89ed0,0xe833aa7f,0xd614471b,0xdfd1d9ca, 0xa551c3b7,0xacacd86d,0xe423a1aa,0x83e5678c,
 0xad785baa,0xf7c30340,0x16ee2ba8,0xf6d69329, 0xe7337996,0xdfdaa422,0x60847c53,0xabbda9ba,
 0xf8c7638e,0x66010152,0xb022221d,0x544bcfba, 0x48166924,0x6997e55d,0x41c992c1,0xd929fd2d,
 0x57469c78,0xb98c3b4d,0x6089cc84,0xb78dd9a7, 0xaf5eea3e,0xaecac329,0x1ae8ae66,0x0504e86f,
 0x7d49cfa1,0x2d563df6,0x6c6bf090,0x3d6b7c86, 0x9607516a,0x8ddc5c13,0x90bbc902,0x68184277,
 0xfb1092e0,0x593ec016,0x228ed81b,0xa6a29ad8, 0x03a450b7,0x88ab145d,0x6a2f9dd4,0x709ba7fc,
 0x0309162d,0xd40044c7,0x84cb8d9e,0x964252d2, 0xa20f45c8,0x4ab7aff0,0xd5d47a7e,0x4051a35a,
 0xc8522362,0xe3b2f9fc,0x7f4efa22,0xa5fe6c12, 0x6e709d9d,0x0a09170a,0xde4c08ca,0x7ef1f63f,
 0xe89effdb,0xd2005639,0x28323350,0x0b66b76f, 0x64ded401,0xbdcefa09,0x71f36bc8,0xd2c9654b,
 0x8387ee4e,0x8dfc5c87,0x76dc6d3d,0x9bdf33a3, 0xd13f882f,0xfe4807e0,0xcf892c64,0xd6cbb9c6,
 0x10bb965b,0x32a9d2be,0xeb7d4b37,0xeff7e596, 0x06e3f561,0x7713c0bc,0xfacff2c4,0x5d76a34f,
 0x15f29a1e,0xba21a0a1,0x0f795bbc,0xe4a9dfaf, 0x68692ba8,0xb9e3fdab,0xac8a18ea,0xe289fe5a,
 0x59b05465,0xe5b758a2,0xe6df0c2e,0x7346ab42, 0xa9c9f2bf,0xc24ee056,0xd485858a,0x6692025d,
 0x794919b0,0x8181d10a,0x8722d1c4,0xd1d9d8bd, 0x73a95385,0xb1d67373,0x153bbad1,0xb840ae2e,
 0x96a02529,0x8b63a3c0,0xb4f9454f,0x1e84143f, 0x2669579b,0x564b31eb,0xe39ba0b5,0x6ceef5ec,
